t,dt,rad,colat,lat,lon,D,dD,I,dI,F,dF,UID,FID
1734,5.0,6371.2,61.010,28.990,-13.740,,,,,41.900,3.988,11111,""
1734,5.0,6371.2,61.010,28.990,-13.740,,,,,24.700,3.491,11112,""
1735,10.0,6371.2,30.400,59.600,56.700,,,70.300,2.664,,,7173,""
1735,82.0,6371.2,128.400,-38.400,-71.500,-1.900,6.727,-65.100,2.832,57.000,6.256,10903,""
1735,10.0,6371.2,35.500,54.500,36.100,,,71.900,3.461,,,5867,""
1736,10.0,6371.2,40.200,49.800,24.000,,,65.300,2.664,,,7174,""
1736,10.0,6371.2,40.200,49.800,24.000,,,66.800,2.664,,,7175,""
1736,5.0,6371.2,60.920,29.080,-13.720,-3.200,9.496,56.600,5.227,,,11107,""
1736,5.0,6371.2,60.920,29.080,-13.720,,,,,38.300,4.271,11108,""
1736,5.0,6371.2,60.920,29.080,-13.720,,,,,19.700,3.935,11109,""
1736,10.0,6371.2,33.800,56.200,40.400,,,69.200,2.664,,,5868,""
1737,10.0,6371.2,30.400,59.600,56.700,,,67.700,3.394,,,7176,""
1737,10.0,6371.2,30.400,59.600,56.700,,,72.800,2.664,,,7177,""
1737,5.0,6371.2,49.180,40.820,14.430,-5.200,4.123,59.100,2.118,,,9770,""
1737,5.0,6371.2,49.180,40.820,14.430,,,,,54.000,8.517,9790,""
1737,5.0,6371.2,49.180,40.820,14.430,,,,,40.400,7.877,9811,""
1737,5.0,6371.2,49.180,40.820,14.430,,,,,51.300,4.615,9831,""
1737,5.0,6371.2,49.180,40.820,14.250,-16.200,4.111,59.600,2.080,,,4585,""
1738,5.0,6371.2,33.000,57.000,24.000,,,64.200,2.664,,,5786,""
1738,5.0,6371.2,33.700,56.300,44.000,,,75.700,2.007,54.000,5.717,1963,""
1740,10.0,6371.2,44.900,45.100,7.100,-1.000,6.224,65.200,2.611,,,5683,""
1740,60.0,6371.2,116.700,-26.700,-66.100,,,,,50.300,3.269,8811,""
1740,20.0,6371.2,54.400,35.600,-84.200,4.200,4.568,63.200,2.059,,,6596,""
1740,10.0,6371.2,33.800,56.200,40.400,,,69.200,2.664,,,5869,""
1740,10.0,6371.2,33.800,56.200,40.400,,,72.400,3.167,,,5870,""
1740,50.0,6371.2,33.800,56.200,40.400,,,66.200,2.775,,,5871,""
1741,5.0,6371.2,34.300,55.700,37.300,,,74.700,3.438,47.400,4.809,1122,""
1744,10.0,6371.2,31.800,58.200,68.300,,,75.300,2.664,,,7178,""
1744,10.0,6371.2,33.800,56.200,40.400,,,75.400,2.664,,,5872,""
1745,5.0,6371.2,30.200,59.800,30.500,,,70.100,2.664,,,7179,""
1745,10.0,6371.2,38.300,51.700,107.500,,,65.600,2.664,,,7180,""
1745,10.0,6371.2,40.200,49.800,24.000,,,75.400,2.664,,,7181,""
1745,50.0,6371.2,35.500,54.500,20.200,,,64.900,2.664,,,7182,""
1745,5.0,6371.2,35.100,54.900,24.000,,,73.100,2.664,,,5787,""
1746,10.0,6371.2,31.800,58.200,68.300,,,70.200,4.300,,,7183,""
1746,5.0,6371.2,112.900,-22.900,-43.200,,,,,35.400,2.803,8757,""
1748,10.0,6371.2,40.200,49.800,24.000,,,61.700,2.664,,,7184,""
1748,10.0,6371.2,40.200,49.800,24.000,,,66.500,2.664,,,7185,""
1748,10.0,6371.2,48.300,41.700,44.800,,,57.800,2.664,,,5713,""
1749,10.0,6371.2,33.800,56.200,40.400,,,72.100,2.664,,,5873,""
1750,6.0,6371.2,31.800,58.200,68.300,,,69.600,4.555,,,7186,""
1750,6.0,6371.2,31.800,58.200,68.300,,,74.800,4.629,,,7187,""
1750,50.0,6371.2,52.000,38.000,69.000,,,47.000,2.861,,,7188,""
1750,50.0,6371.2,50.300,39.700,64.300,,,51.100,5.608,,,7189,""
1750,50.0,6371.2,52.000,38.000,69.000,,,51.400,3.231,,,7190,""
1750,150.0,6371.2,30.130,59.870,-1.300,-9.900,7.021,68.400,2.585,,,10006,""
1750,50.0,6371.2,50.300,39.700,64.300,,,51.500,2.664,,,7191,""
1750,50.0,6371.2,50.300,39.700,64.300,,,52.500,3.837,,,7192,""
1750,50.0,6371.2,48.000,42.000,76.000,,,52.700,3.011,,,7193,""
1750,50.0,6371.2,52.000,38.000,69.000,,,54.100,2.664,,,7194,""
1750,50.0,6371.2,52.000,38.000,69.000,,,54.400,3.361,,,7195,""
1750,50.0,6371.2,50.300,39.700,64.300,,,56.400,5.953,,,7196,""
1750,50.0,6371.2,50.300,39.700,64.300,,,57.000,4.445,,,7197,""
1750,50.0,6371.2,50.300,39.700,64.300,,,58.700,5.608,,,7198,""
1750,50.0,6371.2,50.300,39.700,64.300,,,60.700,3.872,,,7199,""
1750,50.0,6371.2,52.000,38.000,69.000,,,61.000,2.664,,,7200,""
1750,50.0,6371.2,50.300,39.700,64.300,,,61.900,2.664,,,7201,""
1750,50.0,6371.2,50.300,39.700,66.800,,,62.700,7.436,,,7202,""
1750,50.0,6371.2,48.000,42.000,76.000,,,63.000,2.664,,,7203,""
1750,50.0,6371.2,30.400,59.600,56.700,,,71.700,2.664,,,7204,""
1750,50.0,6371.2,35.500,54.500,20.200,,,73.800,2.664,,,7205,""
1750,50.0,6371.2,50.000,40.000,-1.000,,,,,49.000,6.291,11813,""
1750,50.0,6371.2,50.000,40.000,-1.000,,,,,41.000,6.291,11814,""
1750,150.0,6371.2,38.530,51.470,-0.040,-11.200,5.487,67.300,2.118,,,10035,""
1750,50.0,6371.2,50.300,39.700,64.300,,,50.400,2.193,39.900,5.750,1588,""
1750,50.0,6371.2,50.300,39.700,64.300,,,54.500,3.629,38.800,5.658,1589,""
1750,50.0,6371.2,50.300,39.700,64.300,,,52.400,3.296,40.900,5.843,1590,""
1750,75.0,6371.2,50.300,39.700,64.300,,,47.800,4.192,49.100,6.614,1591,""
1750,5.0,6371.2,70.580,19.420,-154.950,8.100,2.676,37.200,2.131,,,12606,""
1750,50.0,6371.2,43.200,46.800,34.900,-11.000,14.726,76.500,3.438,58.000,3.759,2111,""
1750,5.0,6371.2,70.630,19.370,-154.980,6.400,2.736,34.800,2.247,,,12607,""
1750,5.0,6371.2,70.620,19.380,-154.970,5.400,3.570,39.700,2.747,,,12608,""
1750,50.0,6371.2,46.700,43.300,24.600,-16.710,5.169,60.650,2.534,52.240,4.690,9550,""
1750,150.0,6371.2,38.730,51.270,-0.750,-21.900,5.965,69.900,2.050,,,10327,""
1750,50.0,6371.2,54.200,35.800,-110.400,,,,,58.000,8.552,2408,""
1750,50.0,6371.2,54.170,35.830,-110.400,,,,,48.800,8.553,618,""
1750,50.0,6371.2,54.170,35.830,-110.400,,,,,51.600,8.553,619,""
1750,50.0,6371.2,54.170,35.830,-110.400,,,,,60.400,4.198,620,""
1750,15.0,6371.2,69.400,20.600,-156.420,8.700,5.628,36.600,4.519,,,3695,""
1750,50.0,6371.2,48.300,41.700,44.800,,,58.000,3.438,47.300,8.646,1670,""
1750,50.0,6371.2,42.500,47.500,19.100,-6.500,7.737,73.400,2.210,,,4999,""
1750,50.0,6371.2,42.500,47.500,19.100,-10.500,7.007,71.900,2.177,,,5000,""
1750,5.0,6371.2,56.000,34.000,134.000,,,,,65.000,8.525,7560,""
1750,5.0,6371.2,70.620,19.380,-154.970,,,,,38.800,6.182,7571,""
1750,50.0,6371.2,48.000,42.000,44.100,15.000,8.798,67.000,3.438,49.200,5.761,1685,""
1750,50.0,6371.2,33.000,57.000,24.000,,,72.700,2.664,,,5788,""
1750,50.0,6371.2,35.300,54.700,25.500,,,76.900,2.664,,,5789,""
1750,50.0,6371.2,49.000,41.000,48.000,,,,,57.000,7.549,2207,""
1750,50.0,6371.2,42.650,47.350,20.470,-14.100,5.450,68.000,2.041,,,8353,""
1750,50.0,6371.2,38.600,51.400,14.710,,,,,49.590,6.541,13985,""
1750,50.0,6371.2,42.650,47.350,20.470,-11.800,5.055,65.400,2.104,,,8354,""
1750,50.0,6371.2,41.500,48.500,35.000,-9.500,8.655,76.500,2.020,59.000,3.874,419,""
1750,50.0,6371.2,38.604,51.396,14.713,-20.600,5.708,68.500,2.092,49.040,4.000,12989,""
1750,5.0,6371.2,70.630,19.370,-154.970,6.300,2.559,33.600,2.131,,,12510,""
1750,5.0,6371.2,70.600,19.400,-154.960,6.300,2.702,36.900,2.161,,,12511,""
1750,50.0,6371.2,37.700,52.300,-2.800,-14.900,8.105,74.300,2.193,,,9956,""
1750,50.0,6371.2,37.700,52.300,-2.800,-13.400,7.850,73.900,2.177,,,9957,""
1750,50.0,6371.2,40.000,50.000,36.100,,,62.000,2.664,,,5874,""
1750,50.0,6371.2,34.300,55.700,49.200,,,66.400,2.775,,,5875,""
1750,50.0,6371.2,34.300,55.700,49.200,,,70.500,2.664,,,5876,""
1750,50.0,6371.2,51.000,39.000,-9.130,,,,,39.600,3.559,8180,""
1750,50.0,6371.2,34.300,55.700,49.200,,,70.800,4.703,,,5877,""
1750,50.0,6371.2,34.300,55.700,49.200,,,71.800,2.664,,,5878,""
1750,150.0,6371.2,38.880,51.120,-0.740,3.500,8.579,75.300,2.177,,,10125,""
1750,150.0,6371.2,38.880,51.120,-0.740,-13.500,7.246,73.700,2.034,,,10126,""
1751,10.0,6371.2,48.000,42.000,45.000,,,59.000,2.041,49.190,5.124,1901,""
1751,51.0,6371.2,52.400,37.600,61.800,,,,,55.600,8.791,2933,""
1751,5.0,6371.2,128.800,-38.800,-71.600,10.100,3.165,-45.700,2.210,52.400,6.265,10904,""
1752,5.0,6371.2,34.300,55.700,37.300,,,68.800,3.438,52.500,4.044,1123,""
1753,5.0,6371.2,30.400,59.600,56.700,,,65.600,2.664,,,7206,""
1753,50.0,6371.2,37.400,52.600,1.000,,,,,45.600,6.004,2384,""
1753,5.0,6371.2,34.300,55.700,37.300,,,69.600,3.438,51.500,5.044,1124,""
1753,7.0,6371.2,39.500,50.500,30.500,,,68.000,3.438,37.960,8.788,1902,""
1753,10.0,6371.2,111.230,-21.230,55.710,-19.400,3.204,-50.600,2.034,,,9202,""
1754,5.0,6371.2,31.800,58.200,68.300,,,71.000,11.432,,,7207,""
1754,10.0,6371.2,31.800,58.200,68.300,,,70.500,5.227,,,7208,""
1754,5.0,6371.2,49.180,40.820,14.430,-14.000,5.292,65.100,2.228,,,9771,""
1754,5.0,6371.2,49.180,40.820,14.430,,,,,48.500,6.309,9791,""
1754,5.0,6371.2,49.180,40.820,14.430,,,,,43.740,13.530,9812,""
1754,5.0,6371.2,49.180,40.820,14.430,,,,,52.000,4.903,9832,""
1754,5.0,6371.2,49.180,40.820,14.420,-12.600,4.464,62.900,2.034,,,3948,""
1754,10.0,6371.2,33.000,57.000,24.000,,,73.100,2.664,,,5790,""
1754,5.0,6371.2,49.180,40.820,14.250,-14.600,4.677,64.000,2.050,,,3806,""
1754,5.0,6371.2,33.800,56.200,40.400,,,65.800,2.775,,,5879,""
1755,15.0,6371.2,54.100,35.900,-106.200,,,,,55.600,3.476,12828,""
1755,15.0,6371.2,54.100,35.900,-106.200,,,,,48.700,4.467,12829,""
1755,15.0,6371.2,54.100,35.900,-106.200,,,,,63.900,3.511,12830,""
1755,5.0,6371.2,30.200,59.800,30.500,,,71.100,2.664,,,7209,""
1755,10.0,6371.2,30.400,59.600,56.700,,,64.700,3.394,,,7210,""
1755,15.0,6371.2,40.200,49.800,24.000,,,57.800,2.664,,,7211,""
1755,50.0,6371.2,36.000,54.000,20.000,,,64.200,2.664,,,7212,""
1755,10.0,6371.2,48.300,41.700,44.800,,,59.400,2.664,,,5714,""
1755,5.0,6371.2,46.900,43.100,25.700,-5.940,5.520,63.890,2.429,50.070,3.820,9558,""
1756,5.0,6371.2,33.700,56.300,44.000,,,71.800,2.177,47.000,5.498,1964,""
1756,10.0,6371.2,34.300,55.700,49.200,,,68.900,4.013,,,5880,""
1757,14.0,6371.2,31.800,58.200,68.300,,,70.200,2.664,,,7213,""
1757,5.0,6371.2,34.300,55.700,37.300,,,71.800,3.438,49.000,4.809,1125,""
1757,11.0,6371.2,35.300,54.700,25.500,,,71.400,2.664,,,5791,""
1758,10.0,6371.2,30.400,59.600,56.700,,,60.000,2.664,,,7214,""
1758,10.0,6371.2,30.400,59.600,56.700,,,63.200,2.803,,,7215,""
1758,50.0,6371.2,37.800,52.200,0.100,,,,,42.000,8.815,2415,""
1758,8.0,6371.2,35.300,54.700,25.500,,,74.000,2.664,,,5792,""
1759,10.0,6371.2,31.800,58.200,68.300,,,78.900,2.861,,,7216,""
1760,50.0,6371.2,54.650,35.350,137.200,,,,,47.000,4.451,517,""
1760,5.0,6371.2,49.180,40.820,14.430,-16.500,5.029,65.700,2.070,,,9772,""
1760,50.0,6371.2,31.800,58.200,68.300,,,68.100,3.296,,,7217,""
1760,50.0,6371.2,30.400,59.600,56.700,,,72.800,2.664,,,7218,""
1760,5.0,6371.2,49.180,40.820,14.430,,,,,51.900,5.000,9792,""
1760,5.0,6371.2,49.180,40.820,14.430,,,,,50.000,6.297,9813,""
1760,5.0,6371.2,34.300,55.700,37.300,,,70.500,3.438,53.000,5.484,1126,""
1760,5.0,6371.2,49.180,40.820,14.430,,,,,43.100,8.008,9833,""
1760,50.0,6371.2,54.648,35.352,137.200,1.900,3.320,33.300,2.775,,,10624,""
1760,100.0,6371.2,36.680,53.320,12.240,-10.500,7.434,73.100,2.161,,,12974,""
1760,5.0,6371.2,49.180,40.820,14.250,-12.800,4.453,61.800,2.104,,,3799,""
1760,5.0,6371.2,49.180,40.820,14.250,-15.000,4.647,62.700,2.131,,,3807,""
1760,100.0,6371.2,131.611,-41.611,174.055,15.100,4.794,-61.800,2.265,60.100,3.549,13024,""
1760,5.0,6371.2,49.180,40.820,14.250,-11.900,4.368,61.200,2.104,,,4586,""
1761,10.0,6371.2,40.200,49.800,24.000,,,65.000,2.664,,,7219,""
1761,5.0,6371.2,51.500,38.500,-27.200,-22.400,5.920,67.700,2.247,58.200,3.496,11096,""
1761,5.0,6371.2,30.700,59.300,39.700,,,74.500,2.347,68.000,5.136,1965,""
1761,10.0,6371.2,33.800,56.200,40.400,,,73.000,2.664,,,5881,""
1762,5.0,6371.2,34.300,55.700,37.300,,,71.600,3.438,54.100,5.484,1127,""
1762,5.0,6371.2,34.300,55.700,37.300,,,75.500,3.438,55.600,4.079,1128,""
1763,5.0,6371.2,52.250,37.750,15.000,-13.100,3.837,57.700,2.050,,,5656,""
1763,10.0,6371.2,40.200,49.800,24.000,,,64.200,2.664,,,7220,""
1763,5.0,6371.2,52.249,37.751,14.996,-20.200,3.750,54.200,2.193,46.000,3.432,865,""
1763,5.0,6371.2,52.250,37.750,15.000,-20.200,3.750,54.200,2.193,54.900,6.242,7545,""
1763,13.0,6371.2,54.400,35.600,-84.200,6.800,5.633,66.700,2.228,,,6597,""
1763,13.0,6371.2,54.400,35.600,-84.200,0.700,5.685,66.300,2.285,,,6598,""
1764,10.0,6371.2,35.500,54.500,36.100,,,64.900,4.264,,,5882,""
1765,20.0,6371.2,105.205,-15.205,-56.811,-2.900,3.481,9.100,3.438,,,12137,""
1765,50.0,6371.2,48.700,41.300,60.500,,,52.600,2.092,46.200,3.646,3121,""
1765,50.0,6371.2,48.700,41.300,60.500,,,52.200,2.118,42.700,3.849,3122,""
1765,9.0,6371.2,30.400,59.600,56.700,,,68.500,2.921,,,7221,""
1765,10.0,6371.2,35.300,54.700,25.500,,,72.300,2.664,,,5793,""
1765,5.0,6371.2,33.700,56.300,44.000,,,73.200,2.193,59.000,5.060,1966,""
1766,7.0,6371.2,71.020,18.980,-101.720,2.500,2.687,37.500,2.131,45.400,2.704,13111,""
1766,7.0,6371.2,70.500,19.500,-102.000,,,,,45.000,2.921,6885,""
1766,7.0,6371.2,70.520,19.480,-102.250,8.300,3.577,50.700,2.265,53.500,4.892,3844,""
1766,7.0,6371.2,70.520,19.480,-102.250,,,,,43.200,2.869,3845,""
1766,7.0,6371.2,71.000,19.000,-101.750,8.900,4.484,55.600,2.534,48.030,6.287,6890,""
1767,5.0,6371.2,49.180,40.820,14.250,-15.900,3.790,56.900,2.070,,,5657,""
1767,5.0,6371.2,49.180,40.820,14.430,-16.300,4.547,57.600,2.436,,,9773,""
1767,10.0,6371.2,31.800,58.200,68.300,,,73.000,2.664,,,7222,""
1767,5.0,6371.2,49.180,40.820,14.430,,,,,36.900,3.988,9793,""
1767,5.0,6371.2,49.180,40.820,14.430,,,,,38.700,4.615,9814,""
1767,5.0,6371.2,49.180,40.820,14.430,,,,,51.000,4.615,9834,""
1767,5.0,6371.2,54.940,35.060,-106.460,,,,,90.700,4.936,621,""
1767,13.0,6371.2,43.750,46.250,18.300,-18.300,5.778,64.800,2.460,,,9854,""
1768,5.0,6371.2,31.800,58.200,68.300,,,74.600,4.445,,,7223,""
1768,10.0,6371.2,40.200,49.800,24.000,,,68.000,2.664,,,7224,""
1768,5.0,6371.2,58.052,31.948,130.853,,,,,49.720,3.207,9194,""
1768,10.0,6371.2,40.000,50.000,36.100,,,61.000,2.664,,,5883,""
1769,10.0,6371.2,32.100,57.900,61.800,,,70.800,2.981,,,7225,""
1769,10.0,6371.2,31.800,58.200,68.300,,,74.400,6.613,,,7226,""
1769,5.0,6371.2,34.300,55.700,37.300,,,65.000,3.438,50.500,4.809,1129,""
1769,5.0,6371.2,38.000,52.000,21.000,,,61.800,2.015,49.440,5.391,1903,""
1770,5.0,6371.2,70.517,19.483,-154.900,,,45.500,3.296,57.400,5.525,3334,""
1770,5.0,6371.2,70.517,19.483,-154.900,,,,,39.890,4.032,1323,""
1770,5.0,6371.2,30.800,59.200,24.350,,,,,55.800,6.698,3632,""
1770,5.0,6371.2,30.200,59.800,30.500,,,74.100,2.664,,,7227,""
1770,5.0,6371.2,34.300,55.700,37.300,,,66.800,3.438,47.900,5.044,1130,""
1770,5.0,6371.2,123.000,-33.000,-70.000,,,,,48.000,6.141,10905,""
1770,10.0,6371.2,43.000,47.000,3.200,,,,,43.200,3.777,3555,""
1771,5.0,6371.2,35.100,54.900,24.000,,,70.500,2.664,,,5794,""
1771,140.0,6371.2,55.300,34.700,112.670,,,,,57.000,4.163,731,""
1772,5.0,6371.2,103.000,-13.000,-38.500,,,,,32.700,2.548,8679,""
1772,6.0,6371.2,40.000,50.000,36.100,,,63.900,2.664,,,5884,""
1773,16.0,6371.2,37.700,52.300,104.200,,,64.500,2.664,,,7228,""
1773,5.0,6371.2,35.100,54.900,24.000,,,74.700,2.664,,,5795,""
1773,10.0,6371.2,40.000,50.000,36.100,,,61.400,2.664,,,5885,""
1774,10.0,6371.2,48.300,41.700,44.800,,,56.900,2.664,,,5715,""
1774,138.0,6371.2,55.700,34.300,116.400,,,43.600,2.664,,,5556,""
1775,5.0,6371.2,39.700,50.300,1.900,-17.880,6.415,71.630,2.022,,,13315,""
1775,125.0,6371.2,106.300,-16.300,167.500,,,,,40.570,6.142,8714,""
1775,5.0,6371.2,42.300,47.700,19.500,,,,,52.100,5.278,1068,""
1775,5.0,6371.2,42.200,47.800,4.200,,,,,42.900,3.796,8236,""
1775,5.0,6371.2,31.800,58.200,68.300,,,71.600,4.814,,,7229,""
1775,10.0,6371.2,37.700,52.300,104.200,,,63.000,2.664,,,7230,""
1775,25.0,6371.2,47.000,43.000,25.500,-16.400,5.415,56.600,2.981,52.150,3.744,9557,""
1775,5.0,6371.2,34.300,55.700,37.300,,,63.900,3.438,52.000,5.484,1131,""
1775,5.0,6371.2,67.910,22.090,-99.000,14.000,4.303,32.500,3.629,,,5344,""
1775,25.0,6371.2,34.300,55.700,49.200,,,70.000,2.664,,,5886,""
1776,25.0,6371.2,105.205,-15.205,-56.811,6.300,3.461,-6.600,3.438,,,12084,""
1776,5.0,6371.2,34.300,55.700,37.300,,,,,48.500,5.044,1132,""
1776,5.0,6371.2,34.300,55.700,37.300,,,66.800,3.438,53.600,5.044,1133,""
1776,5.0,6371.2,50.000,40.000,44.500,,,54.500,3.438,51.710,8.619,1904,""
1776,10.0,6371.2,111.230,-21.230,55.710,-12.800,3.595,-55.400,2.041,,,9201,""
1777,10.0,6371.2,33.800,56.200,40.400,,,71.400,2.664,,,5888,""
1777,133.0,6371.2,65.000,25.000,102.800,,,,,54.000,11.167,2329,""
1777,5.0,6371.2,55.270,34.730,139.410,5.300,3.459,41.000,2.611,43.700,3.840,827,""
1777,10.0,6371.2,31.800,58.200,68.300,,,71.900,2.664,,,7231,""
1777,10.0,6371.2,33.800,56.200,40.400,,,60.400,2.664,,,5887,""
1778,10.0,6371.2,40.000,50.000,36.100,,,73.800,2.803,,,5889,""
1778,5.0,6371.2,59.000,31.000,131.000,,,,,53.540,3.299,3222,""
1779,5.0,6371.2,33.800,56.200,40.400,,,68.300,3.073,,,5890,""
1779,5.0,6371.2,58.448,31.552,130.659,,,,,48.630,3.154,9195,""
1779,10.0,6371.2,58.400,31.600,130.700,3.400,5.910,40.900,4.467,46.200,4.342,2546,""
1780,5.0,6371.2,52.250,37.750,15.000,-16.200,3.708,56.600,2.041,,,5658,""
1780,5.0,6371.2,42.300,47.700,19.500,,,,,46.700,8.743,1069,""
1780,50.0,6371.2,32.100,57.900,60.000,,,65.500,2.664,,,7232,""
1780,50.0,6371.2,33.200,56.800,56.500,,,68.200,2.775,,,7233,""
1780,50.0,6371.2,32.000,58.000,56.500,,,71.000,2.664,,,7234,""
1780,50.0,6371.2,34.900,55.100,73.300,,,71.900,2.664,,,7235,""
1780,5.0,6371.2,48.500,41.500,25.300,,,,,45.540,4.379,9560,""
1780,5.0,6371.2,57.300,32.700,-111.500,,,,,58.820,4.874,97,""
1780,5.0,6371.2,52.249,37.751,14.996,-11.700,4.275,58.300,2.247,48.800,4.738,866,""
1780,5.0,6371.2,52.300,37.700,15.000,,,,,43.500,5.487,1405,""
1780,5.0,6371.2,57.200,32.800,130.100,,,,,51.300,10.770,2544,""
1780,20.0,6371.2,113.420,-23.420,-49.090,,,,,56.600,5.959,6645,""
1780,5.0,6371.2,103.000,-13.000,-38.500,,,,,32.100,2.469,8680,""
1781,10.0,6371.2,33.800,56.200,40.400,,,75.400,2.664,,,5891,""
1781,18.0,6371.2,46.000,44.000,80.920,,,,,57.000,8.683,650,""
1782,5.0,6371.2,31.800,58.200,68.300,,,73.200,6.691,,,7236,""
1782,5.0,6371.2,34.300,55.700,37.300,,,74.300,3.438,51.000,5.044,1134,""
1782,10.0,6371.2,35.100,54.900,24.000,,,72.200,2.664,,,5796,""
1782,50.0,6371.2,45.100,44.900,8.600,-18.200,5.478,66.200,2.210,50.600,3.661,11433,""
1782,50.0,6371.2,45.100,44.900,8.600,,,,,54.500,3.837,11434,""
1782,50.0,6371.2,45.100,44.900,8.600,-20.400,5.871,67.500,2.247,47.100,4.185,11435,""
1782,167.0,6371.2,70.520,19.480,-155.400,9.900,2.588,36.900,2.070,,,12513,""
1782,167.0,6371.2,70.870,19.130,-155.840,8.600,2.637,37.900,2.080,,,12514,""
1782,167.0,6371.2,70.710,19.290,-155.400,2.800,2.753,36.600,2.210,,,12515,""
1783,5.0,6371.2,26.200,63.800,-18.500,-48.900,8.045,73.500,2.285,49.000,8.982,3343,""
1783,5.0,6371.2,26.102,63.898,-17.736,,,,,45.120,6.782,12315,""
1783,5.0,6371.2,26.244,63.756,-18.125,-39.800,28.693,81.600,4.192,51.500,5.014,12327,""
1783,10.0,6371.2,33.700,56.300,44.000,,,74.300,5.076,,,7237,""
1783,5.0,6371.2,53.600,36.400,138.520,,,,,51.310,4.609,3224,""
1783,17.0,6371.2,35.300,54.700,25.500,,,72.200,2.664,,,5797,""
1783,128.0,6371.2,50.100,39.900,116.400,,,51.300,2.664,,,5557,""
1783,5.0,6371.2,26.328,63.672,-18.411,,,,,47.600,4.745,9214,""
1783,5.0,6371.2,26.092,63.908,-17.838,-41.000,9.210,76.000,2.228,,,11887,""
1783,5.0,6371.2,26.147,63.853,-17.839,-22.000,15.726,81.000,2.460,,,11888,""
1784,10.0,6371.2,33.800,56.200,40.400,,,68.200,2.664,,,5892,""
1784,5.0,6371.2,34.300,55.700,37.300,,,69.400,3.438,53.600,6.630,1135,""
1785,5.0,6371.2,33.800,56.200,40.400,,,67.700,2.664,,,5893,""
1785,10.0,6371.2,35.500,54.500,36.100,,,69.100,2.664,,,5894,""
1785,5.0,6371.2,31.400,58.600,56.700,,,70.500,2.664,,,7238,""
1785,10.0,6371.2,34.000,56.000,92.900,,,70.900,2.664,,,7239,""
1785,5.0,6371.2,33.000,57.000,24.000,,,72.300,2.664,,,5798,""
1785,5.0,6371.2,30.700,59.300,39.700,,,73.200,2.347,63.000,5.568,1967,""
1785,5.0,6371.2,33.700,56.300,44.000,,,71.800,2.177,61.000,5.060,1968,""
1787,10.0,6371.2,33.800,56.200,40.400,,,78.300,2.664,,,5895,""
1787,10.0,6371.2,31.800,58.200,68.300,,,70.700,3.296,,,7240,""
1787,10.0,6371.2,31.800,58.200,68.300,,,72.000,4.814,,,7241,""
1787,10.0,6371.2,33.000,57.000,24.000,,,73.100,2.664,,,5799,""
1788,5.0,6371.2,33.800,56.200,40.400,,,67.300,2.664,,,5896,""
1788,5.0,6371.2,31.800,58.200,68.300,,,72.500,6.185,,,7242,""
1788,5.0,6371.2,35.600,54.400,20.200,,,71.300,2.664,,,7243,""
1788,5.0,6371.2,32.000,58.000,56.500,,,61.400,2.664,,,7244,""
1788,10.0,6371.2,31.800,58.200,68.300,,,69.800,4.048,,,7245,""
1788,50.0,6371.2,31.800,58.200,68.300,,,73.900,3.135,,,7246,""
1789,5.0,6371.2,31.800,58.200,68.300,,,72.900,2.664,,,7247,""
1789,5.0,6371.2,35.500,54.500,20.500,,,66.700,2.664,,,7248,""
1789,10.0,6371.2,31.700,58.300,26.700,,,78.800,2.664,,,7249,""
1789,12.0,6371.2,35.300,54.700,25.500,,,71.000,2.664,,,5800,""
1789,5.0,6371.2,57.900,32.100,-110.900,,,,,49.900,4.858,237,""
1790,5.0,6371.2,70.550,19.450,-154.940,7.700,2.644,38.500,2.070,,,12596,""
1790,5.0,6371.2,70.530,19.470,-154.900,6.700,2.678,39.400,2.070,,,12597,""
1790,5.0,6371.2,70.510,19.490,-154.890,7.800,2.735,40.100,2.092,,,12598,""
1790,5.0,6371.2,70.600,19.400,-154.920,8.100,2.662,37.300,2.118,,,12599,""
1790,5.0,6371.2,70.530,19.470,-154.940,6.800,2.662,36.800,2.131,,,12600,""
1790,5.0,6371.2,70.550,19.450,-154.920,6.300,2.662,36.800,2.131,,,12601,""
1790,5.0,6371.2,70.520,19.480,-154.900,10.900,2.753,38.800,2.146,,,12602,""
1790,5.0,6371.2,70.530,19.470,-154.870,6.800,2.690,37.100,2.146,,,12603,""
1790,5.0,6371.2,70.530,19.470,-154.900,8.700,2.898,37.300,2.305,,,12604,""
1790,5.0,6371.2,70.510,19.490,-154.890,6.900,3.340,39.300,2.585,,,12605,""
1790,10.0,6371.2,34.900,55.100,73.300,,,70.100,2.664,,,7250,""
1790,10.0,6371.2,37.900,52.100,23.700,,,70.300,2.664,,,7251,""
1790,50.0,6371.2,34.000,56.000,92.900,,,71.200,2.664,,,7252,""
1790,10.0,6371.2,39.500,50.500,30.500,,,66.000,3.438,57.680,8.788,1905,""
1790,5.0,6371.2,70.555,19.445,-154.855,,,,,45.200,3.152,12152,""
1790,40.0,6371.2,53.360,36.640,126.490,-4.300,3.869,54.500,2.247,,,8336,""
1790,10.0,6371.2,57.610,32.390,-111.140,8.100,3.714,56.800,2.034,,,4817,""
1790,10.0,6371.2,57.610,32.390,-111.140,13.100,3.705,56.400,2.050,,,4818,""
1790,5.0,6371.2,70.610,19.390,-155.300,8.900,2.642,39.100,2.050,,,12508,""
1790,5.0,6371.2,70.560,19.440,-154.870,8.300,2.653,37.500,2.104,,,12509,""
