t,dt,rad,colat,lat,lon,D,dD,I,dI,F,dF,UID,FID
1650,50.0,6371.2,100.000,-10.000,-75.000,,,,,33.100,3.871,2790,""
1651,50.0,6371.2,52.250,37.750,15.000,15.100,3.872,57.500,2.080,,,5651,""
1651,50.0,6371.2,52.250,37.750,15.000,-0.400,4.553,60.700,2.228,,,3796,""
1651,50.0,6371.2,54.930,35.070,137.120,8.600,5.350,41.400,4.013,,,4913,""
1652,50.0,6371.2,50.300,39.700,64.300,,,55.000,2.803,45.000,6.224,1586,""
1652,50.0,6371.2,34.300,55.700,37.300,,,71.700,3.438,52.000,5.484,1098,""
1652,50.0,6371.2,39.300,50.700,-3.500,,,,,50.000,8.791,2406,""
1652,50.0,6371.2,50.300,39.700,64.300,,,54.500,8.984,,,7129,""
1652,50.0,6371.2,50.300,39.700,64.300,,,65.500,4.300,,,7130,""
1652,50.0,6371.2,54.300,35.700,-106.300,,,,,61.600,4.461,229,""
1653,50.0,6371.2,50.300,39.700,66.800,,,58.000,9.544,,,7131,""
1655,50.0,6371.2,77.210,12.790,-1.090,,,,,32.600,3.909,10810,""
1655,50.0,6371.2,54.300,35.700,-105.700,8.300,4.642,58.000,2.460,,,4816,""
1656,50.0,6371.2,56.817,33.183,129.883,-0.800,2.596,37.500,2.059,,,10369,""
1656,50.0,6371.2,35.100,54.900,24.000,,,79.000,2.664,,,5770,""
1657,50.0,6371.2,48.700,41.300,60.500,,,60.900,2.951,44.400,3.925,3115,""
1657,50.0,6371.2,48.700,41.300,60.500,,,56.300,2.775,45.200,4.629,3116,""
1657,50.0,6371.2,77.210,12.790,-1.090,9.700,7.634,18.500,7.240,,,10811,""
1657,50.0,6371.2,77.210,12.790,-1.090,-0.700,6.733,26.400,6.030,,,10812,""
1658,50.0,6371.2,38.420,51.580,4.780,5.000,8.150,71.700,2.559,,,4839,""
1660,50.0,6371.2,54.500,35.500,-106.100,,,,,56.500,4.188,12823,""
1660,50.0,6371.2,54.648,35.352,137.200,5.000,2.811,36.300,2.265,,,10620,""
1660,50.0,6371.2,54.648,35.352,137.200,2.400,2.980,41.600,2.228,,,10621,""
1660,50.0,6371.2,112.750,-22.750,-50.390,,,,,25.270,5.947,6641,""
1660,50.0,6371.2,112.810,-22.810,-50.070,,,,,42.950,5.948,6642,""
1660,50.0,6371.2,112.750,-22.750,-50.390,,,,,47.020,5.947,6643,""
1662,50.0,6371.2,35.100,54.900,24.000,,,74.500,2.664,,,5771,""
1662,50.0,6371.2,35.300,54.700,25.500,,,74.500,2.664,,,5772,""
1663,50.0,6371.2,30.400,59.600,56.700,,,69.000,5.076,,,7132,""
1664,50.0,6371.2,36.300,53.700,-1.500,-1.000,7.286,73.900,2.020,,,6006,""
1665,50.0,6371.2,105.205,-15.205,-56.811,15.900,3.479,-8.800,3.438,,,12135,""
1665,85.0,6371.2,36.130,53.870,10.810,-7.100,8.513,76.000,2.059,50.600,4.052,5462,""
1665,85.0,6371.2,36.130,53.870,10.810,-4.600,9.063,76.800,2.070,47.400,4.062,5463,""
1665,85.0,6371.2,36.130,53.870,10.810,-6.000,8.933,76.000,2.161,50.700,4.142,5464,""
1665,85.0,6371.2,36.130,53.870,10.810,-1.000,8.129,74.900,2.118,52.200,3.983,5465,""
1665,85.0,6371.2,36.130,53.870,10.810,15.900,7.095,70.500,2.369,55.800,4.155,5466,""
1665,85.0,6371.2,36.130,53.870,10.810,-2.500,8.912,76.500,2.080,49.800,4.015,5467,""
1665,85.0,6371.2,36.130,53.870,10.810,13.200,7.492,72.400,2.265,58.900,4.037,5468,""
1665,85.0,6371.2,36.130,53.870,10.810,-3.900,7.426,73.900,2.059,46.600,4.004,5469,""
1665,85.0,6371.2,36.130,53.870,10.810,-16.400,7.454,73.700,2.092,44.100,4.228,5470,""
1665,85.0,6371.2,36.130,53.870,10.810,13.400,7.753,71.500,2.460,59.700,4.135,5471,""
1665,50.0,6371.2,35.100,54.900,24.000,,,73.100,2.664,,,5773,""
1666,50.0,6371.2,40.300,49.700,3.900,-2.920,7.230,71.990,2.235,,,13288,""
1667,50.0,6371.2,35.100,54.900,24.000,,,67.100,2.664,,,5774,""
1668,50.0,6371.2,37.800,52.200,0.100,,,,,40.900,8.815,2413,""
1669,50.0,6371.2,52.250,37.750,15.000,-3.300,4.376,62.500,2.020,,,5652,""
1669,50.0,6371.2,52.300,37.700,15.000,,,,,41.500,5.330,1404,""
1669,50.0,6371.2,52.250,37.750,15.000,-2.800,4.453,61.800,2.104,,,3797,""
1670,50.0,6371.2,56.600,33.400,131.400,,,,,48.700,4.394,515,""
1670,50.0,6371.2,55.370,34.630,133.320,6.100,2.651,34.800,2.177,,,4893,""
1670,50.0,6371.2,48.300,41.700,44.800,,,62.500,2.664,,,5709,""
1670,50.0,6371.2,54.648,35.352,137.200,13.300,4.118,35.300,3.361,,,10622,""
1670,50.0,6371.2,54.723,35.277,139.636,7.500,3.599,49.300,2.347,,,10623,""
1670,50.0,6371.2,53.830,36.170,127.780,4.600,4.122,41.800,3.073,,,8333,""
1670,70.0,6371.2,54.300,35.700,-83.800,-3.500,4.476,60.900,2.177,,,6587,""
1670,70.0,6371.2,54.300,35.700,-83.800,-3.200,4.817,62.200,2.247,,,6588,""
1670,70.0,6371.2,54.300,35.700,-83.800,-5.500,4.828,61.200,2.326,,,6589,""
1670,70.0,6371.2,54.300,35.700,-83.800,-4.500,5.105,62.900,2.326,,,6590,""
1670,70.0,6371.2,54.300,35.700,-83.800,-3.400,4.477,56.300,2.484,,,6591,""
1670,50.0,6371.2,33.800,56.200,40.400,,,71.800,2.664,,,5847,""
1670,65.0,6371.2,70.544,19.456,-103.513,4.400,2.549,27.300,2.265,50.300,2.807,11993,""
1670,50.0,6371.2,43.000,47.000,3.200,,,,,45.500,3.801,3553,""
1671,50.0,6371.2,48.300,41.700,44.800,,,60.900,2.664,,,5710,""
1671,50.0,6371.2,33.000,57.000,24.000,,,78.400,2.664,,,5775,""
1672,50.0,6371.2,34.300,55.700,37.300,,,71.600,3.438,54.100,5.484,1104,""
1672,50.0,6371.2,118.400,-28.400,-55.000,,,,,40.200,3.128,10896,""
1672,50.0,6371.2,42.620,47.380,15.100,12.400,7.659,56.500,4.228,,,12938,""
1675,50.0,6371.2,45.990,44.010,4.410,-11.270,5.591,68.480,2.051,,,13318,""
1675,50.0,6371.2,42.300,47.700,19.500,,,,,43.000,5.278,1065,""
1675,50.0,6371.2,48.200,41.800,24.800,,,58.120,2.856,62.640,4.388,9517,""
1675,50.0,6371.2,47.300,42.700,23.300,,,62.160,2.766,67.040,4.425,9553,""
1675,50.0,6371.2,48.000,42.000,45.000,,,61.500,2.041,54.060,5.124,1898,""
1675,50.0,6371.2,43.350,46.650,18.370,-1.700,7.216,72.700,2.146,,,8370,""
1675,50.0,6371.2,30.700,59.300,56.700,,,74.200,2.664,,,7133,""
1675,50.0,6371.2,103.000,-13.000,-38.500,,,,,37.900,2.469,8673,""
1676,50.0,6371.2,46.400,43.600,3.900,,,,,48.700,4.446,8232,""
1676,50.0,6371.2,105.205,-15.205,-56.811,14.200,3.763,-24.000,3.438,,,12087,""
1676,50.0,6371.2,46.400,43.600,3.880,-11.060,5.642,68.470,2.071,,,13762,""
1676,50.0,6371.2,103.000,-13.000,-38.500,,,,,38.300,2.466,8674,""
1677,50.0,6371.2,61.200,28.800,-17.800,3.600,3.657,52.100,2.247,,,4084,""
1680,50.0,6371.2,56.900,33.100,130.000,,,,,47.800,4.385,516,""
1680,50.0,6371.2,42.300,47.700,19.500,,,,,47.400,5.278,1066,""
1680,50.0,6371.2,42.300,47.700,19.500,,,,,55.500,8.743,1067,""
1680,50.0,6371.2,35.500,54.500,36.100,,,65.700,3.231,,,5848,""
1680,50.0,6371.2,40.200,49.800,24.000,,,63.300,2.664,,,7134,""
1680,50.0,6371.2,52.800,37.200,-76.700,7.600,4.843,63.500,2.161,,,6592,""
1682,50.0,6371.2,41.500,48.500,26.500,,,62.000,2.161,55.090,6.060,1899,""
1682,50.0,6371.2,35.100,54.900,24.000,,,73.800,2.664,,,5776,""
1682,50.0,6371.2,118.500,-28.500,-55.400,,,,,39.100,3.045,10897,""
1684,50.0,6371.2,55.260,34.740,139.430,5.400,3.379,40.100,2.585,39.800,4.164,826,""
1685,50.0,6371.2,33.000,57.000,24.000,,,78.000,2.664,,,5777,""
1685,50.0,6371.2,34.080,55.920,36.840,,,,,50.200,4.047,11228,""
1685,50.0,6371.2,31.800,58.200,68.300,,,72.700,2.664,,,7135,""
1685,50.0,6371.2,40.200,49.800,24.000,,,66.500,2.664,,,7136,""
1686,50.0,6371.2,105.205,-15.205,-56.811,8.800,3.532,-13.300,3.438,,,12086,""
1686,50.0,6371.2,40.920,49.080,6.650,-6.170,6.880,72.540,2.064,,,13644,""
1686,50.0,6371.2,30.400,59.600,56.700,,,70.200,2.664,,,7137,""
1687,50.0,6371.2,46.290,43.710,10.400,,,,,50.200,3.602,12813,""
1687,50.0,6371.2,33.000,57.000,24.000,,,65.500,2.664,,,5778,""
1687,50.0,6371.2,35.500,54.500,36.100,,,70.000,2.664,,,5849,""
1688,50.0,6371.2,35.100,54.900,24.000,,,70.500,2.664,,,5779,""
1688,50.0,6371.2,33.800,56.200,40.400,,,69.200,2.664,,,5850,""
1688,50.0,6371.2,33.800,56.200,40.400,,,71.400,2.664,,,5851,""
1688,50.0,6371.2,33.800,56.200,40.400,,,71.200,2.719,,,5852,""
1689,50.0,6371.2,52.250,37.750,15.000,-2.200,4.583,63.300,2.059,,,5653,""
1689,50.0,6371.2,52.250,37.750,15.000,-7.700,5.087,65.400,2.118,,,3798,""
1689,50.0,6371.2,40.000,50.000,36.100,,,62.200,3.394,,,5853,""
1691,50.0,6371.2,118.300,-28.300,-54.300,,,,,41.100,2.994,10898,""
1691,50.0,6371.2,30.400,59.600,56.700,,,78.200,3.011,,,7138,""
1691,50.0,6371.2,30.400,59.600,56.700,,,60.700,2.664,,,7139,""
1691,50.0,6371.2,36.000,54.000,107.500,,,,,63.800,8.929,2298,""
1692,50.0,6371.2,34.300,55.700,37.300,,,79.600,3.438,51.000,6.770,1111,""
1692,50.0,6371.2,103.000,-13.000,-38.500,,,,,37.200,2.478,8675,""
1692,50.0,6371.2,30.500,59.500,24.700,,,50.700,2.664,,,7140,""
1694,50.0,6371.2,29.800,60.200,24.600,,,,,49.170,5.158,364,""
1694,50.0,6371.2,35.300,54.700,25.500,,,71.800,2.664,,,5780,""
1694,50.0,6371.2,35.100,54.900,24.000,,,69.800,2.664,,,5781,""
1695,50.0,6371.2,49.000,41.000,48.000,,,,,54.000,6.849,2205,""
1695,50.0,6371.2,33.800,56.200,40.400,,,68.300,2.664,,,5854,""
1695,50.0,6371.2,30.400,59.600,56.700,,,67.000,2.664,,,7141,""
1695,50.0,6371.2,39.200,50.800,40.600,,,60.700,4.814,,,7142,""
1696,50.0,6371.2,33.000,57.000,24.000,,,71.500,2.664,,,5782,""
1696,50.0,6371.2,31.440,58.560,31.300,,,,,48.700,4.134,11227,""
1697,50.0,6371.2,49.180,40.820,14.420,11.500,4.809,63.500,2.146,,,3947,""
1698,50.0,6371.2,48.300,41.700,44.800,,,63.800,2.664,,,5711,""
1699,50.0,6371.2,105.205,-15.205,-56.811,13.800,3.621,-18.300,3.438,,,12085,""
1699,50.0,6371.2,103.000,-13.000,-38.500,,,,,36.500,2.474,8676,""
1700,50.0,6371.2,38.400,51.600,-1.700,0.800,6.262,70.800,2.059,,,10240,""
1700,100.0,6371.2,36.830,53.170,-3.090,-2.400,7.829,74.500,2.092,,,9989,""
1700,10.0,6371.2,55.370,34.630,133.320,-1.000,3.078,39.700,2.369,,,4894,""
1700,25.0,6371.2,53.800,36.200,136.420,5.600,3.493,42.900,2.559,,,4895,""
1700,200.0,6371.2,38.420,51.580,-0.030,-4.500,4.284,59.200,2.193,,,10034,""
1700,103.0,6371.2,52.400,37.600,61.800,,,,,48.700,7.884,2932,""
1700,30.0,6371.2,35.100,54.900,-1.800,-19.200,8.952,76.700,2.059,,,6262,""
1700,100.0,6371.2,39.100,50.900,-2.900,-18.300,9.573,73.500,2.719,,,6263,""
1700,50.0,6371.2,38.800,51.200,-0.600,-4.700,11.458,69.500,4.013,,,6264,""
1700,100.0,6371.2,48.300,41.700,44.800,,,70.000,3.438,58.000,8.646,1669,""
1700,50.0,6371.2,43.600,46.400,-0.150,,,75.000,3.438,50.400,3.901,140,""
1700,25.0,6371.2,53.830,36.170,127.780,9.000,3.144,43.900,2.265,,,8334,""
1700,100.0,6371.2,38.850,51.150,-0.710,2.300,7.608,72.200,2.326,,,10130,""
1700,5.0,6371.2,33.700,56.300,44.000,,,63.200,2.059,57.000,5.060,1958,""
1700,100.0,6371.2,47.300,42.700,-82.700,,,,,48.700,11.082,3247,""
1700,25.0,6371.2,54.400,35.600,-84.200,-3.400,4.341,61.000,2.104,,,6593,""
1700,25.0,6371.2,54.400,35.600,-84.200,-3.300,4.737,57.300,2.559,,,6594,""
1700,100.0,6371.2,36.530,53.470,-1.590,-9.400,8.049,75.100,2.070,,,10196,""
1700,50.0,6371.2,35.500,54.500,36.100,,,64.500,2.664,,,5855,""
1700,50.0,6371.2,35.500,54.500,36.100,,,69.100,3.073,,,5856,""
1700,25.0,6371.2,103.000,-13.000,-38.500,,,,,35.800,2.523,8677,""
1700,200.0,6371.2,39.600,50.400,-4.100,-13.500,7.323,73.300,2.104,,,9958,""
1700,10.0,6371.2,30.500,59.500,28.000,,,73.800,2.664,,,7143,""
1700,20.0,6371.2,46.800,43.200,5.600,-11.590,5.337,67.030,2.083,,,13293,""
1700,200.0,6371.2,37.240,52.760,-1.150,-24.200,6.326,70.800,2.080,,,10109,""
1700,200.0,6371.2,37.240,52.760,-1.150,-25.000,6.774,71.900,2.104,,,10110,""
1700,200.0,6371.2,37.240,52.760,-1.150,-14.100,11.224,74.600,2.981,,,10111,""
1700,200.0,6371.2,37.240,52.760,-1.150,-23.700,6.895,70.100,2.347,,,10112,""
1700,200.0,6371.2,37.240,52.760,-1.150,-21.100,5.742,69.400,2.020,,,10113,""
1700,200.0,6371.2,37.240,52.760,-1.150,-16.700,7.199,72.400,2.177,,,10114,""
1700,200.0,6371.2,37.240,52.760,-1.150,-17.300,5.819,68.200,2.161,,,10115,""
1700,200.0,6371.2,37.240,52.760,-1.150,2.100,5.469,66.900,2.146,,,10116,""
1700,200.0,6371.2,37.240,52.760,-1.150,10.000,6.011,68.600,2.193,,,10117,""
1700,200.0,6371.2,37.240,52.760,-1.150,0.800,5.910,65.900,2.413,,,10118,""
1700,200.0,6371.2,37.240,52.760,-1.150,5.200,6.617,69.800,2.285,,,10119,""
1700,200.0,6371.2,37.240,52.760,-1.150,12.700,7.513,72.600,2.247,,,10120,""
1700,200.0,6371.2,37.240,52.760,-1.150,10.100,6.154,68.400,2.265,,,10121,""
1700,200.0,6371.2,37.240,52.760,-1.150,10.900,5.205,66.300,2.092,,,10122,""
1700,200.0,6371.2,39.310,50.690,-1.970,7.900,5.078,62.200,2.369,,,10123,""
1700,200.0,6371.2,39.310,50.690,-1.970,13.000,5.262,64.500,2.265,,,10124,""
1701,5.0,6371.2,49.180,40.820,14.250,-11.600,4.613,64.100,2.015,,,5655,""
1701,5.0,6371.2,34.300,55.700,37.300,,,73.100,3.438,51.000,5.484,1113,""
1701,5.0,6371.2,48.000,42.000,24.300,,,65.500,2.870,58.410,3.659,9561,""
1701,5.0,6371.2,34.300,55.700,37.300,,,76.700,3.438,55.100,5.484,1114,""
1701,10.0,6371.2,48.000,42.000,45.000,,,64.000,2.585,53.570,4.650,1900,""
1701,6.0,6371.2,33.800,56.200,40.400,,,72.000,2.664,,,5857,""
1702,5.0,6371.2,34.300,55.700,37.300,,,75.800,3.438,55.100,5.484,1115,""
1702,10.0,6371.2,33.800,56.200,40.400,,,72.100,2.664,,,5858,""
1702,10.0,6371.2,40.200,49.800,24.000,,,70.500,2.664,,,7144,""
1703,10.0,6371.2,48.300,41.700,44.800,,,61.700,2.664,,,5712,""
1703,5.0,6371.2,34.300,55.700,37.300,,,73.200,3.438,49.500,5.044,1116,""
1703,6.0,6371.2,30.400,59.600,56.700,,,70.200,2.664,,,7145,""
1704,5.0,6371.2,61.702,28.298,-16.481,,,,,41.190,6.873,9739,""
1704,5.0,6371.2,61.702,28.298,-16.481,,,,,29.700,6.513,9757,""
1704,5.0,6371.2,61.700,28.300,-16.600,-0.300,5.112,63.200,2.305,43.100,6.047,7553,""
1704,10.0,6371.2,30.400,59.600,56.700,,,63.400,4.703,,,7146,""
1704,10.0,6371.2,43.500,46.500,48.000,,,63.500,3.595,,,7147,""
1704,5.0,6371.2,61.702,28.298,-16.481,-0.300,5.112,63.200,2.305,,,9708,""
1704,5.0,6371.2,61.700,28.300,-16.500,-11.400,4.457,57.900,2.369,,,4085,""
1704,5.0,6371.2,61.702,28.298,-16.481,,,,,35.500,6.646,9723,""
1705,5.0,6371.2,61.665,28.335,-16.373,,,,,35.210,10.392,9740,""
1705,5.0,6371.2,61.665,28.335,-16.373,,,,,41.600,6.492,9758,""
1705,15.0,6371.2,47.300,42.700,23.300,,,,,54.240,4.037,9555,""
1705,5.0,6371.2,61.700,28.300,-16.600,-4.400,4.229,55.200,2.413,37.300,6.047,7554,""
1705,65.0,6371.2,35.100,54.900,24.000,,,69.700,2.664,,,5783,""
1705,5.0,6371.2,103.000,-13.000,-38.500,,,,,36.700,2.487,8678,""
1705,5.0,6371.2,31.800,58.200,68.300,,,69.600,3.135,,,7148,""
1705,5.0,6371.2,61.665,28.335,-16.373,-4.400,4.229,55.200,2.413,,,9709,""
1705,5.0,6371.2,61.700,28.300,-16.500,-13.300,3.841,57.000,2.092,,,4086,""
1705,5.0,6371.2,61.665,28.335,-16.373,,,,,46.100,8.448,9724,""
1706,5.0,6371.2,61.633,28.367,-16.763,,,,,43.730,4.251,9741,""
1706,5.0,6371.2,61.633,28.367,-16.763,,,,,40.000,9.703,9759,""
1706,5.0,6371.2,61.669,28.331,-16.767,,,,,39.400,4.942,10435,""
1706,5.0,6371.2,61.640,28.360,-16.763,0.400,4.081,57.200,2.210,49.900,3.969,10698,""
1706,5.0,6371.2,61.633,28.367,-16.763,-2.100,4.424,59.200,2.265,,,9710,""
1706,5.0,6371.2,61.700,28.300,-16.500,-12.000,3.883,55.300,2.210,,,4087,""
1706,5.0,6371.2,61.633,28.367,-16.763,,,,,29.300,4.764,9725,""
1707,5.0,6371.2,53.600,36.400,25.380,,,,,42.400,4.216,8448,""
1707,5.0,6371.2,53.600,36.400,25.380,,,,,44.900,4.191,8455,""
1707,5.0,6371.2,53.600,36.400,25.380,,,,,40.600,8.562,8462,""
1707,5.0,6371.2,53.600,36.400,25.380,,,,,40.800,8.562,8467,""
1707,10.0,6371.2,33.800,56.200,40.400,,,67.800,2.719,,,5859,""
1708,8.0,6371.2,75.000,15.000,-91.000,,,,,44.500,3.640,288,""
1708,10.0,6371.2,111.230,-21.230,55.710,-16.200,3.022,-46.500,2.080,,,9203,""
1708,10.0,6371.2,38.730,51.270,-0.870,-7.400,7.562,74.400,2.034,52.270,3.943,3484,""
1710,40.0,6371.2,116.700,-26.700,-66.100,,,,,57.000,3.438,8796,""
1710,5.0,6371.2,30.700,59.300,39.700,,,63.200,2.070,73.000,5.568,1959,""
1710,5.0,6371.2,33.700,56.300,44.000,,,69.900,2.509,63.000,5.060,1960,""
1710,10.0,6371.2,40.200,49.800,24.000,,,61.200,2.664,,,7149,""
1710,10.0,6371.2,37.700,52.300,104.200,,,68.200,2.664,,,7150,""
1711,5.0,6371.2,33.700,56.300,44.000,,,65.800,2.161,59.000,5.060,1961,""
1711,5.0,6371.2,31.800,58.200,68.300,,,69.500,2.664,,,7151,""
1712,5.0,6371.2,61.440,28.560,-17.866,,,,,37.000,5.942,9742,""
1712,5.0,6371.2,61.440,28.560,-17.866,,,,,36.800,8.885,9760,""
1712,50.0,6371.2,50.300,39.700,64.300,,,59.900,2.534,46.500,6.369,1587,""
1712,5.0,6371.2,34.300,55.700,37.300,,,70.100,3.438,57.100,5.484,1117,""
1712,5.0,6371.2,61.440,28.560,-17.866,-5.400,3.750,56.500,2.070,,,9711,""
1712,5.0,6371.2,61.200,28.800,-17.800,-8.900,5.506,57.600,2.951,,,4088,""
1712,5.0,6371.2,61.440,28.560,-17.866,,,,,46.800,5.224,9726,""
1713,18.0,6371.2,35.300,54.700,25.500,,,71.700,2.664,,,5784,""
1713,10.0,6371.2,30.400,59.600,56.700,,,68.200,8.029,,,7152,""
1714,6.0,6371.2,34.300,55.700,49.200,,,76.300,2.861,,,5860,""
1714,5.0,6371.2,31.800,58.200,68.300,,,69.800,3.073,,,7153,""
1715,15.0,6371.2,46.150,43.850,26.000,,,60.060,2.921,52.140,4.453,9554,""
1715,5.0,6371.2,34.300,55.700,37.300,,,66.100,3.438,48.500,5.484,1118,""
1715,35.0,6371.2,53.280,36.720,-4.720,,,,,46.500,6.220,9111,""
1715,5.0,6371.2,34.080,55.920,36.840,,,,,47.700,4.050,11229,""
1715,5.0,6371.2,30.400,59.600,56.700,,,72.200,2.664,,,7154,""
1716,17.0,6371.2,105.205,-15.205,-56.811,3.800,3.486,-9.600,3.438,,,12136,""
1718,5.0,6371.2,48.700,41.300,60.500,,,56.400,2.436,46.500,3.793,3117,""
1718,5.0,6371.2,48.700,41.300,60.500,,,47.000,2.007,46.200,4.372,3118,""
1718,7.0,6371.2,30.400,59.600,56.700,,,67.900,2.664,,,7155,""
1718,10.0,6371.2,37.700,52.300,104.200,,,59.600,3.361,,,7156,""
1719,5.0,6371.2,34.300,55.700,37.300,,,75.600,3.438,48.500,5.044,1119,""
1719,5.0,6371.2,34.300,55.700,37.300,,,79.000,3.438,53.600,5.484,1120,""
1719,10.0,6371.2,33.800,56.200,40.400,,,73.400,2.664,,,5861,""
1720,30.0,6371.2,51.600,38.400,14.950,-10.600,4.896,64.100,2.139,,,8145,""
1720,5.0,6371.2,33.800,56.200,40.400,,,65.900,3.461,,,5862,""
1720,50.0,6371.2,33.800,56.200,40.400,,,75.400,3.296,,,5863,""
1720,5.0,6371.2,30.500,59.500,24.700,,,75.900,2.664,,,7157,""
1720,180.0,6371.2,36.500,53.500,-1.250,-3.400,5.611,66.400,2.247,,,10059,""
1720,180.0,6371.2,37.250,52.750,-1.140,-20.800,6.568,70.000,2.247,,,10341,""
1720,180.0,6371.2,36.000,54.000,-2.000,-4.500,8.027,74.800,2.104,,,10101,""
1720,180.0,6371.2,35.900,54.100,-2.040,1.900,7.641,72.600,2.285,,,10129,""
1720,180.0,6371.2,35.760,54.240,-1.680,-12.100,7.665,73.500,2.177,,,10154,""
1720,180.0,6371.2,35.760,54.240,-1.680,-5.500,7.848,72.600,2.347,,,10155,""
1720,180.0,6371.2,35.760,54.240,-1.680,-7.100,9.813,73.400,2.803,,,10156,""
1720,180.0,6371.2,35.760,54.240,-1.680,-9.400,8.338,74.500,2.228,,,10158,""
1720,180.0,6371.2,35.760,54.240,-1.680,11.100,9.821,75.200,2.509,,,10159,""
1720,180.0,6371.2,35.760,54.240,-1.680,-26.000,8.184,75.100,2.104,,,10184,""
1720,180.0,6371.2,36.300,53.700,-1.500,17.900,8.992,73.800,2.509,,,6396,""
1721,21.0,6371.2,49.000,41.000,48.000,,,,,56.000,7.022,2206,""
1721,40.0,6371.2,113.980,-23.980,-48.870,,,,,34.480,5.968,6644,""
1721,10.0,6371.2,30.400,59.600,56.700,,,67.200,2.664,,,7158,""
1721,10.0,6371.2,30.400,59.600,56.700,,,67.500,2.664,,,7159,""
1721,10.0,6371.2,30.400,59.600,56.700,,,68.800,2.664,,,7160,""
1723,10.0,6371.2,30.400,59.600,56.700,,,66.300,2.981,,,7161,""
1723,10.0,6371.2,30.400,59.600,56.700,,,67.500,3.837,,,7162,""
1723,10.0,6371.2,40.200,49.800,24.000,,,70.400,2.664,,,7163,""
1724,50.0,6371.2,37.800,52.200,0.100,,,,,42.500,8.815,2414,""
1724,5.0,6371.2,24.349,65.651,-16.934,,,,,45.000,5.652,9215,""
1725,25.0,6371.2,54.300,35.700,-106.300,,,,,59.300,4.461,257,""
1725,25.0,6371.2,103.163,-13.163,-74.224,,,,,30.600,2.872,816,""
1725,25.0,6371.2,103.163,-13.163,-74.224,,,,,36.900,3.153,817,""
1725,25.0,6371.2,53.941,36.059,126.772,,,,,49.630,3.485,11655,""
1725,5.0,6371.2,38.520,51.480,0.000,,,,,50.100,6.542,9117,""
1725,50.0,6371.2,33.800,56.200,40.400,,,68.800,2.664,,,5864,""
1725,5.0,6371.2,30.200,59.800,30.500,,,70.700,2.664,,,7164,""
1725,10.0,6371.2,30.400,59.600,56.700,,,73.600,2.664,,,7165,""
1726,10.0,6371.2,34.300,55.700,49.200,,,64.700,2.664,,,5865,""
1726,10.0,6371.2,30.400,59.600,56.700,,,70.700,2.664,,,7166,""
1727,5.0,6371.2,48.700,41.300,60.500,,,63.000,2.484,49.000,3.727,3119,""
1727,5.0,6371.2,48.700,41.300,60.500,,,63.900,2.585,47.000,3.982,3120,""
1728,50.0,6371.2,55.300,34.700,139.400,,,,,55.300,4.054,2527,""
1729,38.0,6371.2,43.500,46.500,48.000,,,67.200,4.048,,,7168,""
1729,5.0,6371.2,24.560,65.440,-16.510,,,,,58.800,6.807,8201,""
1729,12.0,6371.2,35.300,54.700,25.500,,,71.600,2.664,,,5785,""
1729,10.0,6371.2,33.800,56.200,40.400,,,70.300,2.664,,,5866,""
1729,38.0,6371.2,43.500,46.500,48.000,,,61.500,4.300,,,7167,""
1730,10.0,6371.2,31.800,58.200,68.300,,,72.000,2.664,,,7169,""
1730,50.0,6371.2,30.700,59.300,56.700,,,67.700,2.664,,,7170,""
1730,5.0,6371.2,61.007,28.993,-13.546,,,,,35.630,4.780,9743,""
1730,5.0,6371.2,61.007,28.993,-13.546,,,,,50.000,6.060,9761,""
1730,25.0,6371.2,29.600,60.400,25.700,,,,,57.600,8.937,365,""
1730,25.0,6371.2,53.830,36.170,127.780,3.100,3.589,48.700,2.369,,,8335,""
1730,5.0,6371.2,30.700,59.300,39.700,,,75.800,2.059,75.000,5.136,1962,""
1730,30.0,6371.2,54.400,35.600,-84.200,2.300,4.818,64.100,2.104,,,6595,""
1730,5.0,6371.2,67.910,22.090,-99.000,10.500,3.242,33.000,2.719,,,5343,""
1730,5.0,6371.2,61.007,28.993,-13.546,-16.900,5.218,64.500,2.247,,,9712,""
1730,5.0,6371.2,61.000,29.000,-13.800,-13.300,5.331,61.000,2.585,,,4089,""
1730,5.0,6371.2,61.007,28.993,-13.546,,,,,65.800,4.579,9727,""
1731,10.0,6371.2,30.400,59.600,56.700,,,60.300,2.664,,,7171,""
1731,5.0,6371.2,61.010,28.990,-13.830,-11.300,8.669,58.300,4.555,,,11113,""
1731,5.0,6371.2,61.000,29.000,-13.770,-8.300,5.613,59.000,2.891,,,11114,""
1731,5.0,6371.2,61.000,29.000,-13.770,,,,,44.200,4.300,11115,""
1731,5.0,6371.2,61.000,29.000,-13.770,,,,,24.000,3.534,11116,""
1731,5.0,6371.2,61.010,28.990,-13.740,-32.500,12.997,63.500,5.799,,,11117,""
1731,5.0,6371.2,61.010,28.990,-13.740,,,,,39.900,3.988,11118,""
1731,5.0,6371.2,61.010,28.990,-13.740,,,,,30.100,3.391,11119,""
1732,5.0,6371.2,36.600,53.400,-2.900,,,,,40.000,8.834,2407,""
1732,5.0,6371.2,44.200,45.800,4.900,,,,,44.200,3.685,8233,""
1733,5.0,6371.2,34.300,55.700,37.300,,,68.000,3.438,52.000,6.162,1121,""
1734,10.0,6371.2,30.400,59.600,56.700,,,72.300,2.664,,,7172,""
1734,5.0,6371.2,61.010,28.990,-13.740,-5.400,5.691,55.800,3.199,,,11110,""
